498_1	C(C(CO)O)=O	-1	Knoevenagel H
498_1	C(C(C)=O)=O	-1	Knoevenagel H
498_1	C(C(CO)(C(C=O)(C)O)O)=O	1	Knoevenagel H
500_0	C(C(C(CO)O)O)=O	-1	Knoevenagel C
500_0	C(C(C)=O)=O	-1	Knoevenagel C
500_0	C(C(C(CO)O)(C(C=O)(C)O)O)=O	1	Knoevenagel C
500_1	C(C(C(CO)O)O)=O	-1	Knoevenagel H
500_1	C(C(C)=O)=O	-1	Knoevenagel H
500_1	C(C(C(CO)O)(C(C=O)(C)O)O)=O	1	Knoevenagel H
502_0	C(C(C)=O)=O	-1	Knoevenagel C
502_0	C(C(C(C)=O)O)=O	-1	Knoevenagel C
502_0	C(C(C(C)=O)(C(C(C)=O)O)O)=O	1	Knoevenagel C
502_1	C(C(C)=O)=O	-1	Knoevenagel H
502_1	C(C(C(C)=O)O)=O	-1	Knoevenagel H
502_1	C(C(C(C)=O)(C(C(C)=O)O)O)=O	1	Knoevenagel H
504_0	C(C(CO)O)=O	-1	Knoevenagel C
504_0	C(C(C)=O)=O	-1	Knoevenagel C
504_0	C(C(CO)(C(C(C)=O)O)O)=O	1	Knoevenagel C
504_1	C(C(CO)O)=O	-1	Knoevenagel H
504_1	C(C(C)=O)=O	-1	Knoevenagel H
504_1	C(C(CO)(C(C(C)=O)O)O)=O	1	Knoevenagel H
506_0	C(C(C(CO)O)O)=O	-1	Knoevenagel C
506_0	C(C(C)=O)=O	-1	Knoevenagel C
506_0	C(C(C(CO)O)(C(C(C)=O)O)O)=O	1	Knoevenagel C
506_1	C(C(C(CO)O)O)=O	-1	Knoevenagel H
506_1	C(C(C)=O)=O	-1	Knoevenagel H
506_1	C(C(C(CO)O)(C(C(C)=O)O)O)=O	1	Knoevenagel H
508_0	C(CC=O)=O	-1	Knoevenagel C
508_0	C(C(C(C)=O)O)=O	-1	Knoevenagel C
508_0	C(CC(C(C=O)(C(C)=O)O)O)=O	1	Knoevenagel C
508_1	C(CC=O)=O	-1	Knoevenagel H
508_1	C(C(C(C)=O)O)=O	-1	Knoevenagel H
508_1	C(CC(C(C=O)(C(C)=O)O)O)=O	1	Knoevenagel H
510_0	C(C(CO)O)=O	-1	Knoevenagel C
510_0	C(CC=O)=O	-1	Knoevenagel C
510_0	C(C(CO)(C(CC=O)O)O)=O	1	Knoevenagel C
510_1	C(C(CO)O)=O	-1	Knoevenagel H
510_1	C(CC=O)=O	-1	Knoevenagel H
510_1	C(C(CO)(C(CC=O)O)O)=O	1	Knoevenagel H
512_0	C(C(C(CO)O)O)=O	-1	Knoevenagel C
512_0	C(CC=O)=O	-1	Knoevenagel C
512_0	C(C(C(CC=O)O)(C(CO)O)O)=O	1	Knoevenagel C
512_1	C(C(C(CO)O)O)=O	-1	Knoevenagel H
512_1	C(CC=O)=O	-1	Knoevenagel H
512_1	C(C(C(CC=O)O)(C(CO)O)O)=O	1	Knoevenagel H
514_0	C(C(CO)O)=O	-1	Knoevenagel C
514_0	C(C(CCO)=O)=O	-1	Knoevenagel C
514_0	C(C(CCO)(C(C=O)(CO)O)O)=O	1	Knoevenagel C
514_1	C(C(CO)O)=O	-1	Knoevenagel H
514_1	C(C(CCO)=O)=O	-1	Knoevenagel H
514_1	C(C(CCO)(C(C=O)(CO)O)O)=O	1	Knoevenagel H
516_0	C(C(CO)O)=O	-1	Knoevenagel C
516_0	C(C(CCO)=O)=O	-1	Knoevenagel C
516_0	C(C(CO)(C(C(CCO)=O)O)O)=O	1	Knoevenagel C
516_1	C(C(CO)O)=O	-1	Knoevenagel H
516_1	C(C(CCO)=O)=O	-1	Knoevenagel H
516_1	C(C(CO)(C(C(CCO)=O)O)O)=O	1	Knoevenagel H
518_0	C(C(CO)O)=O	-1	Knoevenagel C
518_0	C(CC(C=O)O)=O	-1	Knoevenagel C
518_0	C(C(CO)(C(C(CC=O)O)O)O)=O	1	Knoevenagel C
518_1	C(C(CO)O)=O	-1	Knoevenagel H
518_1	C(CC(C=O)O)=O	-1	Knoevenagel H
518_1	C(C(CO)(C(C(CC=O)O)O)O)=O	1	Knoevenagel H
520_0	C(C(CO)O)=O	-1	Knoevenagel C
520_0	C(CC(C=O)O)=O	-1	Knoevenagel C
520_0	C(C(CO)(C(CC(C=O)O)O)O)=O	1	Knoevenagel C
520_1	C(C(CO)O)=O	-1	Knoevenagel H
520_1	C(CC(C=O)O)=O	-1	Knoevenagel H
520_1	C(C(CO)(C(CC(C=O)O)O)O)=O	1	Knoevenagel H
522_0	C(C(CO)O)=O	-1	Knoevenagel C
522_0	C(CC(CO)=O)=O	-1	Knoevenagel C
522_0	C(C(CO)(C(CC(CO)=O)O)O)=O	1	Knoevenagel C
522_1	C(C(CO)O)=O	-1	Knoevenagel H
522_1	C(CC(CO)=O)=O	-1	Knoevenagel H
522_1	C(C(CO)(C(CC(CO)=O)O)O)=O	1	Knoevenagel H
524_0	C(C(CO)O)=O	-1	Knoevenagel C
524_0	C(CC(CO)=O)=O	-1	Knoevenagel C
524_0	C(C(CO)(C(CO)(CC=O)O)O)=O	1	Knoevenagel C
524_1	C(C(CO)O)=O	-1	Knoevenagel H
524_1	C(CC(CO)=O)=O	-1	Knoevenagel H
524_1	C(C(CO)(C(CO)(CC=O)O)O)=O	1	Knoevenagel H
526_0	C(C(C(C)=O)O)=O	-1	Knoevenagel C
526_0	C(C)=O	-1	Knoevenagel C
526_0	C(C(C(C)=O)(C(C)O)O)=O	1	Knoevenagel C
526_1	C(C(C(C)=O)O)=O	-1	Knoevenagel H
526_1	C(C)=O	-1	Knoevenagel H
526_1	C(C(C(C)=O)(C(C)O)O)=O	1	Knoevenagel H
528_0	C(C(CO)O)=O	-1	Knoevenagel C
528_0	C(C(C(C)=O)O)=O	-1	Knoevenagel C
528_0	C(C(C(C)=O)(C(C(CO)O)O)O)=O	1	Knoevenagel C
528_1	C(C(CO)O)=O	-1	Knoevenagel H
528_1	C(C(C(C)=O)O)=O	-1	Knoevenagel H
528_1	C(C(C(C)=O)(C(C(CO)O)O)O)=O	1	Knoevenagel H
530_0	C=O	-1	Knoevenagel C
530_0	C(C(C(C)=O)O)=O	-1	Knoevenagel C
530_0	C(C(C(C)=O)(CO)O)=O	1	Knoevenagel C
530_1	C=O	-1	Knoevenagel H
530_1	C(C(C(C)=O)O)=O	-1	Knoevenagel H
530_1	C(C(C(C)=O)(CO)O)=O	1	Knoevenagel H
532_0	C(CO)=O	-1	Knoevenagel C
532_0	C(C(C(C)=O)O)=O	-1	Knoevenagel C
532_0	C(C(C(C)=O)(C(CO)O)O)=O	1	Knoevenagel C
532_1	C(CO)=O	-1	Knoevenagel H
532_1	C(C(C(C)=O)O)=O	-1	Knoevenagel H
532_1	C(C(C(C)=O)(C(CO)O)O)=O	1	Knoevenagel H
534_0	C(C(CO)O)=O	-1	Knoevenagel C
534_0	C(C(C(C)=O)O)=O	-1	Knoevenagel C
534_0	C(C(CO)(C(C(C(C)=O)O)O)O)=O	1	Knoevenagel C
534_1	C(C(CO)O)=O	-1	Knoevenagel H
534_1	C(C(C(C)=O)O)=O	-1	Knoevenagel H
534_1	C(C(CO)(C(C(C(C)=O)O)O)O)=O	1	Knoevenagel H
536_0	C(C(CO)O)=O	-1	Knoevenagel C
536_0	C(C(C(C)=O)O)=O	-1	Knoevenagel C
536_0	C(C(CO)(C(C)(C(C=O)O)O)O)=O	1	Knoevenagel C
536_1	C(C(CO)O)=O	-1	Knoevenagel H
536_1	C(C(C(C)=O)O)=O	-1	Knoevenagel H
536_1	C(C(CO)(C(C)(C(C=O)O)O)O)=O	1	Knoevenagel H
538_0	C(C(CO)O)=O	-1	Knoevenagel C
538_0	C(C)=O	-1	Knoevenagel C
538_0	C(C(CO)(C(C)O)O)=O	1	Knoevenagel C
538_1	C(C(CO)O)=O	-1	Knoevenagel H
538_1	C(C)=O	-1	Knoevenagel H
538_1	C(C(CO)(C(C)O)O)=O	1	Knoevenagel H
540_0	C(C(C(CO)O)O)=O	-1	Knoevenagel C
540_0	C(C)=O	-1	Knoevenagel C
540_0	C(C(C(CO)O)(C(C)O)O)=O	1	Knoevenagel C
540_1	C(C(C(CO)O)O)=O	-1	Knoevenagel H
540_1	C(C)=O	-1	Knoevenagel H
540_1	C(C(C(CO)O)(C(C)O)O)=O	1	Knoevenagel H
542_0	C(C=O)=O	-1	Knoevenagel H
542_0	C(CC(C=O)O)=O	-1	Knoevenagel H
542_0	C(CC(C=O)(C(C=O)O)O)=O	1	Knoevenagel H
544_0	C(CO)(O)=O	-1	Knoevenagel H
544_0	C(C=O)=O	-1	Knoevenagel H
544_0	C(C(C(C=O)O)O)(O)=O	1	Knoevenagel H
546_0	C(CO)(CO)=O	-1	Knoevenagel H
546_0	C(CC(C=O)O)=O	-1	Knoevenagel H
546_0	C(C(C(CO)(CO)O)(CC=O)O)=O	1	Knoevenagel H
548_0	C(CO)(O)=O	-1	Knoevenagel H
548_0	C(CO)(CO)=O	-1	Knoevenagel H
548_0	C(C(C(CO)(CO)O)O)(O)=O	1	Knoevenagel H
550_0	C(CO)(O)=O	-1	Knoevenagel H
550_0	C(CO)(C(CO)O)=O	-1	Knoevenagel H
550_0	C(C(C(CO)(C(CO)O)O)O)(O)=O	1	Knoevenagel H
552_0	C(CO)(O)=O	-1	Knoevenagel H
552_0	C(C(CO)(CO)O)=O	-1	Knoevenagel H
552_0	C(C(C(C(CO)(CO)O)O)O)(O)=O	1	Knoevenagel H
554_0	C(C(C)=O)=O	-1	Knoevenagel H
554_0	C(CC(C=O)O)=O	-1	Knoevenagel H
554_0	C(CC(C=O)(C(C=O)(C)O)O)=O	1	Knoevenagel H
556_0	C(CO)(O)=O	-1	Knoevenagel H
556_0	C(C(C)=O)=O	-1	Knoevenagel H
556_0	C(C(C)(C(C(O)=O)O)O)=O	1	Knoevenagel H
558_0	C(C(C)=O)=O	-1	Knoevenagel H
558_0	C(CC(C=O)O)=O	-1	Knoevenagel H
558_0	C(CC(C=O)(C(C(C)=O)O)O)=O	1	Knoevenagel H
560_0	C(CO)(O)=O	-1	Knoevenagel H
560_0	C(C(C)=O)=O	-1	Knoevenagel H
560_0	C(C(C(C(C)=O)O)O)(O)=O	1	Knoevenagel H
562_0	C(CC=O)=O	-1	Knoevenagel H
562_0	C(CC(C=O)O)=O	-1	Knoevenagel H
562_0	C(CC(C(C=O)(CC=O)O)O)=O	1	Knoevenagel H
564_0	C(CO)(O)=O	-1	Knoevenagel H
564_0	C(CC=O)=O	-1	Knoevenagel H
564_0	C(CC(C(C(O)=O)O)O)=O	1	Knoevenagel H
566_0	C(CO)(O)=O	-1	Knoevenagel H
566_0	C(C(CCO)=O)=O	-1	Knoevenagel H
566_0	C(C(CCO)(C(C(O)=O)O)O)=O	1	Knoevenagel H
568_0	C(CO)(O)=O	-1	Knoevenagel H
568_0	C(C(CCO)=O)=O	-1	Knoevenagel H
568_0	C(C(C(C(O)=O)O)O)(CCO)=O	1	Knoevenagel H
570_0	C(CC(C=O)O)=O	-1	Knoevenagel H
570_0	C(C)=O	-1	Knoevenagel H
570_0	C(C(C(C)O)(CC=O)O)=O	1	Knoevenagel H
572_0	C(C(CO)O)=O	-1	Knoevenagel H
572_0	C(CC(C=O)O)=O	-1	Knoevenagel H
572_0	C(C(C(C(CO)O)O)(CC=O)O)=O	1	Knoevenagel H
574_0	C=O	-1	Knoevenagel H
574_0	C(CC(C=O)O)=O	-1	Knoevenagel H
574_0	C(C(CO)(CC=O)O)=O	1	Knoevenagel H
576_0	C(CO)=O	-1	Knoevenagel H
576_0	C(CC(C=O)O)=O	-1	Knoevenagel H
576_0	C(C(C(CO)O)(CC=O)O)=O	1	Knoevenagel H
578_0	C(CO)(O)=O	-1	Knoevenagel H
578_0	C(CC(C=O)O)=O	-1	Knoevenagel H
578_0	C(CC(C(C(C(O)=O)O)O)O)=O	1	Knoevenagel H
580_0	C(CO)(O)=O	-1	Knoevenagel H
580_0	C(CC(C=O)O)=O	-1	Knoevenagel H
580_0	C(C(C(CC(C=O)O)O)O)(O)=O	1	Knoevenagel H
582_0	C(CO)(O)=O	-1	Knoevenagel H
582_0	C(CC(CO)=O)=O	-1	Knoevenagel H
582_0	C(C(C(CC(CO)=O)O)O)(O)=O	1	Knoevenagel H
584_0	C(CO)(O)=O	-1	Knoevenagel H
584_0	C(CC(CO)=O)=O	-1	Knoevenagel H
584_0	C(CC(CO)(C(C(O)=O)O)O)=O	1	Knoevenagel H
586_0	C(CO)(O)=O	-1	Knoevenagel H
586_0	C(C(C(C)=O)O)=O	-1	Knoevenagel H
586_0	C(C(C(C(C(C)=O)O)O)O)(O)=O	1	Knoevenagel H
588_0	C(CO)(O)=O	-1	Knoevenagel H
588_0	C(C(C(C)=O)O)=O	-1	Knoevenagel H
588_0	C(C(C(C)(C(C=O)O)O)O)(O)=O	1	Knoevenagel H
590_0	C(CO)(O)=O	-1	Knoevenagel H
590_0	C(C)=O	-1	Knoevenagel H
590_0	C(C(C(C)O)O)(O)=O	1	Knoevenagel H
591_0	C(C(CO)O)(O)=O	-1	Knoevenagel H (inv)
591_0	C=O	1	Knoevenagel H (inv)
591_0	C(CO)(O)=O	1	Knoevenagel H (inv)
592_0	C(C(C(CO)O)O)(O)=O	-1	Knoevenagel H (inv)
592_0	C(CO)=O	1	Knoevenagel H (inv)
592_0	C(CO)(O)=O	1	Knoevenagel H (inv)
593_0	C(C(C(C(CO)O)O)O)(O)=O	-1	Knoevenagel H (inv)
593_0	C(C(CO)O)=O	1	Knoevenagel H (inv)
593_0	C(CO)(O)=O	1	Knoevenagel H (inv)
594_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	-1	Knoevenagel H (inv)
594_0	C(C(C(CO)O)O)=O	1	Knoevenagel H (inv)
594_0	C(CO)(O)=O	1	Knoevenagel H (inv)
595_0	C(C(C(C(CO)O)O)O)=O	-1	Elimination + enol to keto
595_0	O	1	Elimination + enol to keto
595_0	C(C(CC(CO)O)=O)=O	1	Elimination + enol to keto
597_0	C(C(C(C(CO)O)O)O)=O	-1	Elimination + enol to keto
597_0	O	1	Elimination + enol to keto
597_0	C(C(CC(CO)=O)O)=O	1	Elimination + enol to keto
598_0	C(C(C(C(CO)O)O)O)=O	-1	Elimination + enol to keto
598_0	O	1	Elimination + enol to keto
598_0	C(C(C(C(C)=O)O)O)=O	1	Elimination + enol to keto
599_0	C(C(C(C(CO)O)O)O)=O	-1	Elimination + enol to keto
599_0	O	1	Elimination + enol to keto
599_0	C(CC(C(CO)O)=O)=O	1	Elimination + enol to keto
600_0	C(C(C(C(CO)O)O)O)=O	-1	Elimination + enol to keto
600_0	O	1	Elimination + enol to keto
600_0	C(C(C(CCO)=O)O)=O	1	Elimination + enol to keto
601_0	C(C(C(C(CO)O)O)O)=O	-1	Elimination + enol to keto
601_0	O	1	Elimination + enol to keto
601_0	C(CC(C(C=O)O)O)=O	1	Elimination + enol to keto
602_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Elimination + enol to keto
602_0	O	1	Elimination + enol to keto
602_0	C(C(CC(C(CO)O)O)=O)=O	1	Elimination + enol to keto
604_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Elimination + enol to keto
604_0	O	1	Elimination + enol to keto
604_0	C(CC(C=O)O)(C(CO)O)=O	1	Elimination + enol to keto
605_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Elimination + enol to keto
605_0	O	1	Elimination + enol to keto
605_0	C(C(C(C=O)O)O)(CCO)=O	1	Elimination + enol to keto
606_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Elimination + enol to keto
606_0	O	1	Elimination + enol to keto
606_0	C(CC(C(C(CO)O)O)=O)=O	1	Elimination + enol to keto
607_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Elimination + enol to keto
607_0	O	1	Elimination + enol to keto
607_0	C(C(C(CC(CO)O)=O)O)=O	1	Elimination + enol to keto
608_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Elimination + enol to keto
608_0	O	1	Elimination + enol to keto
608_0	C(CC(C(C(C=O)O)O)O)=O	1	Elimination + enol to keto
609_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Elimination + enol to keto
609_0	O	1	Elimination + enol to keto
609_0	C(C(C(CC(CO)=O)O)O)=O	1	Elimination + enol to keto
610_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Elimination + enol to keto
610_0	O	1	Elimination + enol to keto
610_0	C(C(C(C(C(C)=O)O)O)O)=O	1	Elimination + enol to keto
611_0	C(CO)(C(CO)O)=O	-1	Elimination + enol to keto
611_0	O	1	Elimination + enol to keto
611_0	C(CC(CO)=O)=O	1	Elimination + enol to keto
612_0	C(CO)(C(CO)O)=O	-1	Elimination + enol to keto
612_0	O	1	Elimination + enol to keto
612_0	C(C(CO)=O)(C)=O	1	Elimination + enol to keto
613_0	C(C(CO)O)O	-1	Elimination + enol to keto
613_0	O	1	Elimination + enol to keto
613_0	C(C)(CO)=O	1	Elimination + enol to keto
614_0	C(C(CO)O)O	-1	Elimination + enol to keto
614_0	O	1	Elimination + enol to keto
614_0	C(CCO)=O	1	Elimination + enol to keto
615_0	C(C(C(CO)O)O)O	-1	Elimination + enol to keto
615_0	O	1	Elimination + enol to keto
615_0	C(C)(C(CO)O)=O	1	Elimination + enol to keto
616_0	C(C(C(CO)O)O)O	-1	Elimination + enol to keto
616_0	O	1	Elimination + enol to keto
616_0	C(CO)(CCO)=O	1	Elimination + enol to keto
617_0	C(C(C(CO)O)O)O	-1	Elimination + enol to keto
617_0	O	1	Elimination + enol to keto
617_0	C(CC(CO)O)=O	1	Elimination + enol to keto
618_0	C(C(CO)O)(O)=O	-1	Elimination + enol to keto
618_0	O	1	Elimination + enol to keto
618_0	C(C(C)=O)(O)=O	1	Elimination + enol to keto
619_0	C(C(CO)O)(O)=O	-1	Elimination + enol to keto
619_0	O	1	Elimination + enol to keto
619_0	C(CC(O)=O)=O	1	Elimination + enol to keto
620_0	C(C(C(CO)O)O)(O)=O	-1	Elimination + enol to keto
620_0	O	1	Elimination + enol to keto
620_0	C(C(CCO)=O)(O)=O	1	Elimination + enol to keto
621_0	C(C(C(CO)O)O)(O)=O	-1	Elimination + enol to keto
621_0	O	1	Elimination + enol to keto
621_0	C(C(CC=O)O)(O)=O	1	Elimination + enol to keto
622_0	C(C(C(CO)O)O)(O)=O	-1	Elimination + enol to keto
622_0	O	1	Elimination + enol to keto
622_0	C(CC(CO)=O)(O)=O	1	Elimination + enol to keto
623_0	C(C(C(CO)O)O)(O)=O	-1	Elimination + enol to keto
623_0	O	1	Elimination + enol to keto
623_0	C(C(C(C)=O)O)(O)=O	1	Elimination + enol to keto
625_0	C(C(CO)(C(C(CO)O)O)O)=O	-1	Elimination + enol to keto
625_0	O	1	Elimination + enol to keto
625_0	C(C(CO)(CC(CO)=O)O)=O	1	Elimination + enol to keto
626_0	C(C(CO)(C(C(CO)O)O)O)=O	-1	Elimination + enol to keto
626_0	O	1	Elimination + enol to keto
626_0	C(C(CO)(C(C(C)=O)O)O)=O	1	Elimination + enol to keto
628_0	C(C(CO)(C(C(CO)O)O)O)=O	-1	Elimination + enol to keto
628_0	O	1	Elimination + enol to keto
628_0	C(C(C(CCO)=O)(CO)O)=O	1	Elimination + enol to keto
630_0	C(C(CO)(C(C(CO)O)O)O)=O	-1	Elimination + enol to keto
630_0	O	1	Elimination + enol to keto
630_0	C(C(C(C(CO)O)=O)CO)=O	1	Elimination + enol to keto
631_0	C(C(CO)(C(C(CO)O)O)O)=O	-1	Elimination + enol to keto
631_0	O	1	Elimination + enol to keto
631_0	C(C(CO)(C(CC=O)O)O)=O	1	Elimination + enol to keto
632_0	C(C(CO)(C(C(CO)O)O)O)=O	-1	Elimination + enol to keto
632_0	O	1	Elimination + enol to keto
632_0	C(C(C=O)C(C(CO)O)O)=O	1	Elimination + enol to keto
633_0	C(C(CO)(CO)O)=O	-1	Elimination + enol to keto
633_0	O	1	Elimination + enol to keto
633_0	C(C(C=O)CO)=O	1	Elimination + enol to keto
634_0	C(C(CO)(C(CO)O)O)=O	-1	Elimination + enol to keto
634_0	O	1	Elimination + enol to keto
634_0	C(C(CO)(CC=O)O)=O	1	Elimination + enol to keto
635_0	C(C(CO)(C(CO)O)O)=O	-1	Elimination + enol to keto
635_0	O	1	Elimination + enol to keto
635_0	C(C(C(C)=O)(CO)O)=O	1	Elimination + enol to keto
636_0	C(C(CO)(C(CO)O)O)=O	-1	Elimination + enol to keto
636_0	O	1	Elimination + enol to keto
636_0	C(C(C(CO)=O)CO)=O	1	Elimination + enol to keto
637_0	C(C(CO)(C(CO)O)O)=O	-1	Elimination + enol to keto
637_0	O	1	Elimination + enol to keto
637_0	C(C(C=O)C(CO)O)=O	1	Elimination + enol to keto
638_0	C(C(C(CO)O)(C(CO)O)O)=O	-1	Elimination + enol to keto
638_0	O	1	Elimination + enol to keto
638_0	C(C(C(CO)O)(CC=O)O)=O	1	Elimination + enol to keto
639_0	C(C(C(CO)O)(C(CO)O)O)=O	-1	Elimination + enol to keto
639_0	O	1	Elimination + enol to keto
639_0	C(C(C(C)=O)(C(CO)O)O)=O	1	Elimination + enol to keto
640_0	C(C(C(CO)O)(C(CO)O)O)=O	-1	Elimination + enol to keto
640_0	O	1	Elimination + enol to keto
640_0	C(C(C(CO)=O)C(CO)O)=O	1	Elimination + enol to keto
642_0	C(C(C(C(CO)O)O)O)(O)=O	-1	Elimination + enol to keto
642_0	O	1	Elimination + enol to keto
642_0	C(C(CC(CO)O)=O)(O)=O	1	Elimination + enol to keto
644_0	C(C(C(C(CO)O)O)O)(O)=O	-1	Elimination + enol to keto
644_0	O	1	Elimination + enol to keto
644_0	C(C(CC(CO)=O)O)(O)=O	1	Elimination + enol to keto
645_0	C(C(C(C(CO)O)O)O)(O)=O	-1	Elimination + enol to keto
645_0	O	1	Elimination + enol to keto
645_0	C(C(C(C(C)=O)O)O)(O)=O	1	Elimination + enol to keto
647_0	C(C(C(C(CO)O)O)O)(O)=O	-1	Elimination + enol to keto
647_0	O	1	Elimination + enol to keto
647_0	C(CC(C(CO)O)=O)(O)=O	1	Elimination + enol to keto
649_0	C(C(C(C(CO)O)O)O)(O)=O	-1	Elimination + enol to keto
649_0	O	1	Elimination + enol to keto
649_0	C(C(C(CCO)=O)O)(O)=O	1	Elimination + enol to keto
650_0	C(C(C(C(CO)O)O)O)(O)=O	-1	Elimination + enol to keto
650_0	O	1	Elimination + enol to keto
650_0	C(CC(C(C(O)=O)O)O)=O	1	Elimination + enol to keto
652_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	-1	Elimination + enol to keto
652_0	O	1	Elimination + enol to keto
652_0	C(C(CC(C(CO)O)O)=O)(O)=O	1	Elimination + enol to keto
654_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	-1	Elimination + enol to keto
654_0	O	1	Elimination + enol to keto
654_0	C(CC(C(O)=O)O)(C(CO)O)=O	1	Elimination + enol to keto
655_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	-1	Elimination + enol to keto
655_0	O	1	Elimination + enol to keto
655_0	C(C(C(C(O)=O)O)O)(CCO)=O	1	Elimination + enol to keto
657_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	-1	Elimination + enol to keto
657_0	O	1	Elimination + enol to keto
657_0	C(CC(C(C(CO)O)O)=O)(O)=O	1	Elimination + enol to keto
659_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	-1	Elimination + enol to keto
659_0	O	1	Elimination + enol to keto
659_0	C(C(C(CC(CO)O)=O)O)(O)=O	1	Elimination + enol to keto
660_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	-1	Elimination + enol to keto
660_0	O	1	Elimination + enol to keto
660_0	C(CC(C(C(C(O)=O)O)O)O)=O	1	Elimination + enol to keto
661_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	-1	Elimination + enol to keto
661_0	O	1	Elimination + enol to keto
661_0	C(C(C(CC(CO)=O)O)O)(O)=O	1	Elimination + enol to keto
662_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	-1	Elimination + enol to keto
662_0	O	1	Elimination + enol to keto
662_0	C(C(C(C(C(C)=O)O)O)O)(O)=O	1	Elimination + enol to keto
664_0	C1C(C(C(O)O1)O)O	-1	Elimination + enol to keto
664_0	O	1	Elimination + enol to keto
664_0	C1(COCC1O)=O	1	Elimination + enol to keto
666_0	C1C(C(C(O)O1)O)O	-1	Elimination + enol to keto
666_0	O	1	Elimination + enol to keto
666_0	C1(C(O)OCC1)=O	1	Elimination + enol to keto
668_0	C1C(C(C(O)O1)O)O	-1	Elimination + enol to keto
668_0	O	1	Elimination + enol to keto
668_0	C1(CC(CO1)O)=O	1	Elimination + enol to keto
670_0	C1C(C(C(O)O1)O)O	-1	Elimination + enol to keto
670_0	O	1	Elimination + enol to keto
670_0	C1(COC(C1)O)=O	1	Elimination + enol to keto
672_0	C(C(CCO)=O)=O	-1	Elimination2
672_0	O	1	Elimination2
672_0	C=CC(C=O)=O	1	Elimination2
674_0	C(CC(C=O)O)=O	-1	Elimination2
674_0	O	1	Elimination2
674_0	C(C=CC=O)=O	1	Elimination2
675_0	O	-1	Hydration of C(=O)C
675_0	C(C(C)=O)=O	-1	Hydration of C(=O)C
675_0	C(C(CO)O)=O	1	Hydration of C(=O)C
676_0	O	-1	Hydration of C(=O)C
676_0	C(CC=O)=O	-1	Hydration of C(=O)C
676_0	C(C(CO)O)=O	1	Hydration of C(=O)C
677_0	O	-1	Hydration of C(=O)C
677_0	C(C(CCO)=O)=O	-1	Hydration of C(=O)C
677_0	C(C(C(CO)O)O)=O	1	Hydration of C(=O)C
678_0	O	-1	Hydration of C(=O)C
678_0	C(CC(C=O)O)=O	-1	Hydration of C(=O)C
678_0	C(C(C(CO)O)O)=O	1	Hydration of C(=O)C
679_0	O	-1	Hydration of C(=O)C
679_0	C(CC(CO)=O)=O	-1	Hydration of C(=O)C
679_0	C(CO)(C(CO)O)=O	1	Hydration of C(=O)C
680_0	O	-1	Hydration of C(=O)C
680_0	C(CC(CO)=O)=O	-1	Hydration of C(=O)C
680_0	C(C(C(CO)O)O)=O	1	Hydration of C(=O)C
681_0	O	-1	Hydration of C(=O)C
681_0	C(C(C(C)=O)O)=O	-1	Hydration of C(=O)C
681_0	C(C(C(CO)O)O)=O	1	Hydration of C(=O)C
682_0	O	-1	Hydration of C(=O)C
682_0	C(C)=O	-1	Hydration of C(=O)C
682_0	C(CO)O	1	Hydration of C(=O)C
684_0	C(C(C(C(CO)O)O)O)=O	-1	Hemiacetal Formation for 5 membered rings
684_0	C(C1C(C(C(O)O1)O)O)O	1	Hemiacetal Formation for 5 membered rings
686_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Hemiacetal Formation for 5 membered rings
686_0	C(C(C1C(C(C(O)O1)O)O)O)O	1	Hemiacetal Formation for 5 membered rings
688_0	C(C(CO)(C(C(CO)O)O)O)=O	-1	Hemiacetal Formation for 5 membered rings
688_0	C1(C(CO)(C(C(CO)O1)O)O)O	1	Hemiacetal Formation for 5 membered rings
690_0	C(C(CO)(C(CO)O)O)=O	-1	Hemiacetal Formation for 5 membered rings
690_0	C1C(C(C(O)O1)(CO)O)O	1	Hemiacetal Formation for 5 membered rings
692_0	C(C(C(CO)O)(C(CO)O)O)=O	-1	Hemiacetal Formation for 5 membered rings
692_0	C1C(C(C(O)O1)(C(CO)O)O)O	1	Hemiacetal Formation for 5 membered rings
693_0	C(C(CCO)=O)=O	-1	Hemiacetal Formation for 5 membered rings
693_0	C1(C(O)OCC1)=O	1	Hemiacetal Formation for 5 membered rings
694_0	C(CC(CO)=O)=O	-1	Hemiacetal Formation for 5 membered rings
